article,summary
"Liputan6. com, Jakarta : Komisi IV DPR menyetujui usulan pemerintah mengeluarkan dana sebesar Rp 1, 9 triliun untuk rehabilitasi sarana umum yang rusak akibat bencana banjir dan longsor di Tanah Air. Sayangnya, Menteri Permukiman dan Prasarana Wilayah Soenarno belum sempat menjelaskan detail penyaluran dana itu. Sebab, Soenarno "" keburu "" dipanggil Presiden Megawati Sukarnoputri. Demikian diungkapkan Ketua Komisi IV DPR Soemaryoto di Gedung Senayan, Jakarta Pusat, Senin ( 25/2 ). Dalam pertemuan tertutup itu, Kepala Badan Perencanaan dan Pembangunan Nasional Kwik Kian Gie ikut mendampingi Soenarno. Menurut Soemaryoto, instansi terkait juga menyepakati jumlah anggaran yang akan dikeluarkan pemerintah. Lebih jauh Soemaryoto memaparkan, rapat juga membahas masalah penyebab bencana banjir dan longsor di Indonesia. Komisi IV menilai, banjir terjadi karena pengendalian sistem wilayah sungai tak terkendali. Pemerintah Daerah masing-masing wilayah bencana kurang memperhatikan pemeliharaan mulai dari Daerah Aliran Sungai sampai pengawasan hutan lindung. ( KEN/Andre Bangsawan dan Gatot Setiawan ).",Komisi IV DPR menyetujui rencana pemerintah mengeluarkan dana rehabilitasi sarana umum pascabencana alam di Indonesia. Pemda dinilai lalai mengantisipasi banjir.
"Liputan6. com, Jakarta : Mantan Deputi Bank Indonesia Bun Bunan Hutapea memilih bungkam setelah diperiksa Komisi Pemberantasan Korupsi dalam kasus aliran dana BI ke anggota DPR. Bun Bunan meninggalkan Gedung KPK di Jakarta, Rabu ( 13/2 ) pukul 20. 15 WIB, setelah diperiksa sebagai saksi selama delapan jam oleh penyidik KPK [ baca : Bun Bun Hutapea dan Aulia Pohan Diperiksa KPK ]. Meski diperiksa dalam waktu yang cukup lama, Bun Bunan tidak memberikan keterangan panjang lebar kepada sejumlah wartawan yang langsung mengerumuninya sesaat setelah keluar dari pintu Gedung KPK. "" Sebaiknya saya tidak menjawab, "" kata Bun Bunan yang saat itu mengenakan jas warna hitam. Selebihnya, Bun Bunan hanya berkali-kali mengucapkan kata "" maaf "" sambil menuju mobil yang akan membawanya meninggalkan KPK. Pria berkacamata itu tidak menjelaskan kenapa dirinya memilih diam untuk kasus yang menarik perhatian banyak orang tersebut. Sikap bungkam juga dipilih pejabat di Direktorat Hukum BI, Roswita Roza. Perempuan paruh baya itu meninggalkan gedung KPK pada pukul 19. 50 WIB, sebelum Bun Bunan keluar. Pada hari yang sama, KPK juga memeriksa mantan Deputi Gubernur BI, Aulia Pohan. Aulia sudah beberapa kali diperiksa terkait kasus dana BI. Selama pemeriksaan itu pula, Aulia selalu bungkam kepada wartawan. Sejauh ini, KPK telah menetapkan tiga tersangka dalam kasus aliran dana BI, yaitu Gubernur BI Burhanuddin Abdullah, Direktur Hukum Oey Hoy Tiong, dan mantan Kepala Biro Gubernur BI, Rusli Simandjuntak, yang kini menjabat Kepala Perwakilan BI di Surabaya. ( ANS/Antara ).","Mantan Deputi Bank Indonesia Bun Bunan Hutapea memilih bungkam setelah diperiksa Komisi Pemberantasan Korupsi dalam kasus aliran dana BI ke anggota DPR. Ia meninggalkan Gedung KPK di Jakarta, pukul 20. 15 WIB."
"Liputan6. com, Bandung : Komisi Pemberantasan Korupsi sudah menerima ratusan laporan tentang tindak pidana korupsi melalui online monitoring system atau disingkat KPK OM. Padahal, sistem terhubung di dunia maya ini baru diresmikan sepekan lebih. Wakil Ketua Bidang Pencegahan KPK M. Jasin menyebutkan sejak pertama dibuka hingga sekarang KPK OM sudah menerima sekitar 800 pengaduan dari masyarakat. Demikian disampaikan Jasin seusai memberikan arahan pencegahan korupsi di PT Pindad, Bandung, Jawa Barat, Sabtu ( 10/10 ). Ia menjelaskan, sekalipun banyak laporan yang masuk, pihaknya tetap melakukan seleksi terhadap semua laporan itu. Di samping itu, laporan yang masuk dilihat kesungguhan dan ketidaksungguhannya. "" Maksimal kita berikan waktu dua hari kepada pelapor untuk memberikan laporan lanjutan atas temuan yang dilaporkannya. Jika dalam jangka waktu itu tidak ada kelanjutan, maka kita kategorikan itu laporan yang tidak sungguh-sungguh, "" ujar Jasin, seperti dikutip ANTARA. Jasin yakin dengan adanya KPK OM bentuk pengaduan yang diterima KPK itu bisa lebih berkualitas. Sebab, komunikasi yang dilakukan dalam KPK OM itu komunikasi dua arah secara langsung dan tidak terdeteksi. Jadi, imbuh dia, laporan yang dikirimkan oleh si pelapor tersebut tidak akan diketahui oleh orang lain selain dirinya dan pihak KPK. Itu juga kalau pelapor tidak memberikan informasi kepada pihak lain. Lebih jauh Jasin menjelaskan, diberlakukannya KPK OM tersebut sebagai salah satu solusi dari peraturan yang tidak bisa memberikan perlindungan terhadap pelapor, yakni UU Nomor 13 Tahun 2006 tentang Perlindungan Saksi. "" Dalam undang-undang tersebut tidak disebutkan tentang perlindungan terhadap pelapor. Jadi dengan adanya KPK OM ini, diharapkan bisa melindungi identitas si pelapor, "" ucap Jasin. Ia mengimbau kepada masyarakat, yang menemukan temuan kasus tindak pidana korupsi dan caranya pun gampang. Yakni masyarakat tinggal ke situs KPK. go. id. Di sana ada panduannya, baik yang berbahasa Inggris ataupun Indonesia. ( ANS ).",Komisi Pemberantasan Korupsi sudah menerima sekitar 800 laporan tentang tindak pidana korupsi lewat KPK online sistem ( OM ) yang baru diresmikan seminggu lebih.
"Liputan6. com, Muaro Jambi : Hujan lebat yang mengguyur wilayah Tempino, Muaro Jambi, mengakibatkan Jalan Lintas Timur Sumatra di jalur Jambi-Palembang putus tergerus air. Guna mengamankan lalu lintas, Selasa ( 16/10 ) malam, petugas Dinas Pekerjaan Umum Provinsi Jambi membuat jembatan darurat untuk kendaraan berukuran kecil. Sebuah jembatan darurat lain untuk kendaraan berukuran sedang maupun besar diupayakan rampung dan dipergunakan besok siang Putusnya ruas jalan di kilometer 16, Tempino, Muaro Jambi, itu membuat ratusan kendaraan baik dari Jambi menuju Palembang atau arah sebaliknya terpaksa mengantre berjam-jam untuk dapat melintas di kawasan tersebut. Adapun buat menghindari aksi main serobot pengendara, personel Kepolisian Resor Muaro Jambi dibantu anggota Komando Distrik Militer Batanghari mengatur lalu lintas dengan sistem buka-tutup. ( ANS/Suhatman Pisang dan Jumadi Sabar ).","Jalan Lintas Timur Sumatra yang menghubungkan Jambi dengan Palembang putus di kilometer 16, Tempino, Muaro jambi. Pembuatan jembatan darurat terus dikebut malam ini. Pengguna jalan harus menunggu berjam-jam untuk dapat melintasi jalur tersebut."
"Liputan6. com, Jakarta : Divestasi 97 persen lebih saham milik pemerintah di Bank Permata belum bisa terlaksana. Sebab, masih harus menunggu hasil pertemuan antara Komisi IX DPR dan Menteri Keuangan Boediono serta hasil kajian dari penasihat keuangan pada 15 hingga 20 Juli mendatang. Namun, sejauh ini, menurut Direktur Utama PT Perusahaan Pengelola Aset ( PPA ) Muhammad Syahrial, telah ada calon investor yang berminat membeli saham Bank Permata hingga di atas 67 persen. Sayangnya, dia enggan menyebutkan investor yang dimaksud. Hal itu diungkapkan Syahrial di Jakarta, Selasa ( 13/7 ). PPA sebelumnya menawarkan tiga pilihan penjualan saham Bank Permata. Alternatif pertama, melepas 71 persen saham Bank Permata melalui penjualan strategis. Alternatif kedua, melalui penjualan strategis sebesar 51 persen dan 20 persen sisanya dilempar ke pasar. Alternatif terakhir, melepas sekaligus 97, 17 persen saham pemerintah di Bank Permata. Menurut Syahrial, dengan penjualan strategis, divestasi Bank Permata bisa selesai tahun ini. Sedangkan melalui pasar, divestasi baru akan selesai tahun depan. Sejauh ini, beredar kabar, sejumlah investor lokal tertarik membeli saham Bank Permata. Perusahaan yang santer disebut antara lain Bank Artha Graha, Bank Mandiri, dan Bank Central Asia [ baca : Saham Permata 1, 8 Kali dari Nilai Buku ]. ( YAN/Susanti Jo ).",Divestasi Bank Permata masih harus menunggu hasil pertemuan antara Komisi IX DPR dan Menkeu Boediono serta hasil kajian dari penasihat keuangan. Ada calon investor yang berminat membeli saham Bank Permata.
"Liputan6. com, Jakarta : Berkas perkara kasus pemerasan terhadap pengusaha obat tradisional yang melibatkan Kepala Kepolisian Resor Jakarta Barat Komisaris Besar Polisi Bambang Wasgito sudah berstatus P-21 atau penyidikan dianggap selesai. Dokumen tersebut telah diserahkan kepada jaksa penuntut umum untuk segera diadili. Jika terbukti bersalah, Kepala Kepolisian RI Jenderal Polisi Da i Bachtiar berjanji akan menindak Bambang. Demikian disampaikan Da i di Jakarta, baru-baru ini. Selanjutnya, kata Da i, Provost Markas Besar Polri tengah menyelidiki kemungkinan lain di balik pemerasan pengusaha obat tradisional di Taman Sari, Jakbar itu. Sejauh ini Bambang disinyalir telah memeras beberapa pengusaha, termasuk pengusaha obat tradisional dengan total nilai Rp 1 miliar [ baca : Kapolres Jakarta Barat Diduga Memeras Pengusaha ]. ( MTA/Nina Bahri dan Dwi Firmansyah ).",Berkas perkara kasus pemerasan terhadap pengusaha obat tradisional itu telah diserahkan kepada jaksa penuntut umum. Provost Mabes Polri mensinyalir kemungkinan lain di balik kasus ini.
"Liputan6. com, Jakarta : Pada H-4 Lebaran atau Sabtu ( 27/9 ), suasana Terminal Bus Pulogadung dan Kampung Rambutan, Jakarta Timur, masih relatif sepi. Jumlah penumpang justru menurun dibanding musim mudik tahun lalu. Petugas Pusat Data Terminal Pulogadung mencatat, sepekan menjelang Lebaran tahun 2007, jumlah penumpang mencapai 9. 000 orang. Sementara tahun ini hanya separuhnya. Direktur Jenderal Perhubungan Darat Iskandar Abubakar mengakui beberapa tahun terakhir memang ada peralihan. Salah satu penyebabnya adalah banyaknya acara mudik bareng yang digelar berbagai perusahaan dan instansi pemerintah. Sofia, misalnya, pedagang jamu ini sudah empat kali mengikuti program ini. Ia mendapat jatah mengikuti program mudik gratis bersama keluarganya dari produsen jamu yang dijualnya setiap hari. Program mudik gratis lebih praktis, aman, dan nyaman. Dengan program ini, permasalahan yang dihadapi pemerintah dalam menangani mudik setiap tahunnya mendapat solusi. Sementara di Bali, puluhan sopir bus antarkota antarprovinsi menjalani tes psikotropika dan alkohol di Terminal Ubung. Denpasar. Tes ini digelar agar para sopir bus bebas dari zat terlarang yang dapat membahayakan keselamatan pengemudi maupun penumpang bus. Tes tersebut digelar pihak Jasa Raharja dengan Kepolisian Daerah Bali. Satu per satu puluhan pengemudi bus diambil air seninya, kemudian diperiksa dengan menggunakan alat khusus. Dalam dua hari pelaksanaan tes, satu sampel urine sopir bus diketahui mengandung zat terlarang benzodiazepine atau pil koplo. Sopir tersebut kemudian dilarang mengemudi karena dianggap dapat membahayakan keselamatan penumpang. Para sopir juga diimbau agar cukup istirahat dan menjaga stamina tanpa harus mengonsumsi obat-obatan terlarang untuk menambah daya tahan tubuh. Karena pengemudi yang kelelahan dan mengantuk bisa berakibat fatal. Seperti yang terjadi di Subang, Jawa Barat, kemarin subuh. Karena sopir mengantuk, bus Puspa Jaya menabrak pembatas jalan dan menghantam minibus. Akibat tabrakan maut itu delapan penumpang minibus tewas dan lima lainnya luka-luka [ baca : Malam Nanti, Tol Cikampek Diperkirakan Padat ]. ( ANS/Tim Liputan 6 SCTV ).","Empat hari menjelang Lebaran, situasi di Terminal Pulogadung dan Kampung Rambutan, Jakarta, masih relatif sepi. Salah satu penyebabnya adalah banyaknya acara mudik bareng."
"Liputan6. com, Jakarta : Aktor layar lebar asal Denmark, Mads Koudal, akan ikut bermain dalam film Indonesia berjudul Merantau. Menurut Koudal, di film berlatar belakang tentang ilmu bela diri pencak silat itu, ia berperan sebagai tokoh antagonis, bernama Ratger. Keterlibatan Koudal berawal dari ajakan sutradara asal Inggris, Gareth Huw Evans, yang sangat tertarik dengan olahraga silat. "" Saya sendiri bukan aktor laga. Tapi dari skenario yang ditawarkan, sangat bagus. Saya ditawarkan ( film ) drama, dengan bumbu laga, "" kata aktor yang juga bintang serial televisi Denmark tersebut, belum lama ini. Film Merantau bercerita tentang tradisi Sumatra Barat dimana seorang anak laki-laki yang bisa membuat nama bagi dirinya melalui sebuah perjalanan. Ario Sagantoro, sang produser sengaja melibatkan sejumlah atlet pencak silat nasional dan aktor asal Prancis, Laurent Buson dalam film itu. Selain itu, ada juga sejumlah nama seperti Iko Uwais, Siska Jesika, Yusuf Aulia, Christine Hakim, dan Donny Alamsyah. ( OMI/ANTARA ).",Seorang aktor layar lebar asal Denmark akan ikut bermain dalam film Indonesia berjudul Merantau. Film berlatar silat ini juga dibintangi artis kawakan Christine Hakim.
"Liputan6. com, Jakarta : Pemerintah Indonesia mengucapkan belasungkawa atas meninggalnya mantan deklarator Gerakan Aceh Merdeka ( GAM ) Teungku Muhammad Hassan di Tiro alias Hasan Tiro di Banda Aceh, Nanggroe Aceh Darussalam, Kamis ( 3/6 ) siang. Semoga amal ibadahnya diterima di sisi Tuhan, "" ucap Menteri Hukum dan Hak Asasi Manusia Patrialis Akbar di Kantor Kepresidenan di Jakarta, hari ini, sebelum mengikuti rapat kabinet bersama Presiden Susilo Bambang Yudhoyono. Saat ditanya adanya tidaknya perwakilan pemerintah pusat untuk melayat ke Aceh, Patrialis mengatakan, belum mengetahui hal itu. "" Saya belum tahu, tergantung arahan bapak Menko Polhukam ( Menteri Koordinator Politik Hukum dan Keamanan ) Djoko Suyanto, saya kan di bawah bapak Menko Polhukam, "" katanya. Terkait status kewarganegaraan Hasan Tiro, ia mengatakan akhir pekan lalu Surat Keputusan mengenai status warga negara Indonesia ( WNI ) yang bersangkutan telah dikeluarkan pemerintah. "" Sudah resmi Sabtu lalu. Itu diajukan resmi oleh pemerintah didukung tokoh masyarakat. Sabtu lalu Menko Polhukam yang menyerahkan, "" katanya [ baca : Keinginan Hasan Tiro Terkabul ]. Hasan Tiro meninggal dunia hari ini sekitar pukul 12. 25 WIB di Rumah Sakit Zainal Abidin, Banda Aceh. Selama sepekan terakhir Wali Nanggroe yang telah puluhan tahun tinggal di Swedia itu dirawat di rumah sakit tersebut. ( ANS/Ant ).","Pemerintah Indonesia mengucapkan belasungkawa atas meninggalnya mantan deklarator Gerakan Aceh Merdeka ( GAM ) Teungku Muhammad Hassan di Tiro alias Hasan Tiro di Banda Aceh,."
"Liputan6. com, Jakarta : Presiden Susilo Bambang Yudhoyono mengukuhkan 66 calon anggota Pasukan Pengibar Bendera Pusaka ( Paskibraka ). Puluhan anggota Paskibraka ini adalah perwakilan pelajar di seluruh provinsi. Adapun acara pengukuhan berlangsung di Istana Negara, Jakarta Pusat, Selasa ( 15/8 ). Dalam pidatonya, Presiden mengingatkan anggota Paskibraka harus mampu mewujudkan diri menjadi patriot bangsa. Mereka juga harus memiliki semangat kebangsaan yang kuat. Sebab semangat itu sangat dibutuhkan karena jalan menuju kejayaan bangsa tak mudah. Hanya patriot bangsa tangguh yang mampu membawa negara ke arah lebih baik. Pembawa Bendera Pusaka pada upacara Hari Ulang Tahun ke-61 Kemerdekaan Indonesia masih belum ditentukan. Adapun anggota Paskibraka yang akan ditugaskan membawa Sang Saka Merah Putih pada peringatan detik-detik proklamasi kemerdekaan baru ditentukan pada 17 Agustus besok. ( JUM/Tim Liputan 6 SCTV ).","Sebanyak 66 anggota Paskibraka ini adalah perwakilan pelajar dari seluruh penjuru Tanah Air. Adapun anggota Paskibraka yang ditugaskan membawa Sang Saka Merah Putih pada detik-detik kemerdekaan akan ditentukan, 17 Agustus nanti."
"Liputan. com, Konawe Utara : Acara pengukuhan kepengurusan Ikatan Alumni Universitas Haluoleo di Konawe Utara, Sulawesi Tenggara, Sabtu ( 22/5 ), berlangsung ricuh. Para pengunjuk rasa yang terlibat aksi dorong dengan petugas menuntut bertemu Gubernur Sultra Nur Alam. Untuk meredam kerusuhan, polisi memaksa pendemo yang sebagian besar kontraktor itu untuk keluar dari lokasi acara. Dalam orasinya, mereka mengadukan Kepala Dinas Pekerjaan Umum Konawe Utara yang tidak mau menandatangani kontrak proyek. Unjuk rasa berakhir, setelah Nur Alam berjanji menyelesaikan masalah itu. ( WIL/SHA ).","Acara pengukuhan kepengurusan Ikatan Alumni Universitas Haluoleo di Konawe Utara, Sultra, ricuh. Pengunjuk rasa terlibat bentrok dengan aparat dan memaksa bertemu Gubernur Sultra."
"Miroslav Klose menepis spekulasi yang berhembus kalau dirinya akan bergabung ke Bayern Muenchen. Tepisan itu dilontarkan Werder Bremen bahwa striker-nya yang menjadi top skorer di Piala Dunia tahun lalu itu akan tetap bertahan sampai kontraknya habis, Juni 2008. Sebuah harian di Jerman menyebut bahwa striker internasional Jerman itu akan bergabung ke Bayern akhir musim ini dengan transfer 15 juta euro atau 20, 5 juta dollar AS atau Rp 184, 5 miliar. Klose mamang menjadi incaran sejumlah klub. Selain Bayern, tercatat sejumlah klub premiership tertarik untuk meminang striker yang unggul dalam pertarungan bola-bola atas ini. “ Kami berharap ia ( Klose ) memutuskan keputusan jauh hari sebelumnya tapi kami kemudian menganggap sudah saatnya untuk memperjuangkan kesuksesan kami menjelang akhir musim dengan segenap kekuatan yang dimiliki, ” tukas Sporting Director Bremen, Klaus Allofs, seperti dilansir www. werder-online. de. Karena disebabkan oleh semakin memanasnya isu tersebut Bremen ingin berkonsentrasi untuk pertandingan mendatang, “ Kami pikir sekarang saat yang tepat buat klub, seluruh komponen tim dan para suporter bersinergi bersama untuk pertandingan ( penentuan ) semifinal Piala UEFA melawan Espanyol, ” tambah Allofs. Bremen akan bermain pada leg kedua babak semifinal Piala UEFA di Wesserstadion dan kans mereka begitu kecil karena takluk 0-3 pada pertemuan pertama di Barcelona. Werder juga masih berpeluang besar untuk menjuarai Bundesliga dengan tertinggal dua poin di belakang Schalke 04 di tempat pertama dan satu poin di belakang VfB Stuttgart di peringkat kedua dengan tiga pertandingan tersisa. Klose benar memang telah bertemu pengurus Bayern di sebuah hotel di Hannover pekan lalu. Atas pertemuan rahasia itu, lantas Klose memutuskan untuk meminta maaf kepada pengurus Werder dengan mengatakan bahwa pertemuan tersebut sama sekali tidak membicarakan masalah kontrak. Karena pertemuan itu pula, Asosiasi Sepakbola Inggris ( DFB ) akan membuka proses investigasi. DFB akan melihat kemungkinan juara bertahan Bundesliga tersebut telah melanggar aturan transfer pemain di liga dengan bertemu secara rahasia dengan Klose.",Spekulasi yang berkembang bahwa Miroslav Klose akan bergabung ke Bayern Muenchen musim panas ini langsung ditepis oleh kubu Werder Bremen. Klose masih bertahan di Wesserstadion sampai kontraknya berakhir Juni 2008.
